id,text,target,Focacia2,Lingxi,Angie Xu,zp923,finalized_label(is_referring),ratio,conflicted
c54a98b0-d5ac-485d-b945-eb42f3fdf94d,"hey amy, do you know tim",tim,False,False,False,False,False,1.0,False
960493f7-ac9d-40bb-922c-403aadbcf370,Send this email to Biden.,Biden,False,False,False,False,False,1.0,False
0a448549-489e-4c9c-839e-f02a5d1423ba,can you mute yourself tommy,tommy,True,True,True,True,True,1.0,False
41035ede-223c-438d-b580-bbcb31f4466b,What do you think of Trump's speech?,Trump,False,False,False,False,False,1.0,False
1a4868a6-91d8-4637-ae34-7f963500ca19,"danny, mute yourself",danny,True,True,True,True,True,1.0,False
193e18af-fd37-4624-b1cd-042b65db0a48,Who was at Trump's party yesterday?,Trump,False,False,False,False,False,1.0,False
699d8fd8-2953-4208-b7c5-de13c698c2a9,are you danny,danny,False,False,True,True,[conflict occurring!],0.5,False
bd267f99-e347-4167-81d5-d91b963ff995,What do you like about Biden?,Biden,False,False,False,False,False,1.0,False
238f280c-170a-4ee1-a25c-e4d7db6ab061,Good morning JoJo!,JoJo,True,True,True,True,True,1.0,False
52310205-2896-48d9-b72d-0c8850ecf6e0,"hey danny, can you export the data for james please?",danny,True,True,True,True,True,1.0,False
44c36d07-0080-4c21-ad08-5090a5bff5d1,what's weather outside danny,danny,True,True,True,True,True,1.0,False
8647f64f-0d48-4f79-ae15-ab4295adc5dc,thank you tommy,tommy,True,True,True,True,True,1.0,False
f47e1da6-c3dd-44ee-95e0-545da583c16a,"No, danny",danny,True,True,True,True,True,1.0,False
ea0a2350-0520-48bf-a107-ad6e9c60fedb,danny created a channel for me,danny,False,False,True,False,False,0.75,False
7b762dbb-de2e-4de2-a0e7-81e21ffd6d4e,come here danny,danny,True,True,True,True,True,1.0,False
190a8883-ef79-4660-9c22-acfa36e04cb3,can you tell danny to join our channel,danny,False,False,False,False,False,1.0,False
08ab9ba4-f37e-4b26-8e53-32defb7d487e,report the bug danny,danny,True,True,True,True,True,1.0,False
9149e7b4-a1ec-484e-bbfd-9e011b2bb408,danny can you join amy in?,danny,True,True,True,True,True,1.0,False
c7fd9859-ee20-4705-b0e6-1995e4966903,"amy, can you put tommy into our channel?",tommy,False,False,False,False,False,1.0,False
bd34d54b-ac00-4a8a-ae7f-4a7693ccd04d,I went over to Tommy's house.,Tommy,False,False,False,False,False,1.0,False
96710f11-4feb-446f-ba30-30138dea4825,I like talking to Tommy.,Tommy,False,False,False,False,False,1.0,False
20b253b0-b742-452a-80ef-718cfa98c2fb,Tommy is a good friend.,Tommy,False,False,False,False,False,1.0,False
5c6e36b5-8253-416e-a769-bfff9c6b8d01,Can you please look up this recipe Tommy?,Tommy,True,True,True,True,True,1.0,False
9d8fdab0-9129-45f5-9705-29a6ae4a13e3,I went out and saw Tommy yesterday.,Tommy,False,False,False,False,False,1.0,False
d70aa6c8-58ae-413e-a315-e6db37650249,Who taught cs311 with Marius?,Marius,False,False,False,False,False,1.0,False
ff8cf541-8791-4c93-b9c1-c3adab5a3ba6,What course does Marius teach next semester?,Marius,False,False,False,False,False,1.0,False
fd2132a8-e519-4b82-904d-4b5a8d7c34aa,JoJo save a copy of this document.,JoJo,True,True,True,True,True,1.0,False
bcaff221-82d5-419f-84ee-d962bb003cdb,What time is it Steve?,Steve,True,True,False,True,True,0.75,False
4bb72f1e-68c0-4f9d-a7ae-ca481cc619ed,"Tommy, set a timer for one hour.",Tommy,True,True,True,True,True,1.0,False
d1fabc0e-6805-4008-94d6-b885673e3624,Tommy is not helpful at all.,Tommy,False,False,False,False,False,1.0,False
399197d8-aeaa-4238-a40a-adfa5ab0d99f,Danny can find restaurants open now.,Danny,False,False,False,False,False,1.0,False
a12f835b-bf9e-4d88-a2b1-ab2c5d15cf3a,When will Biden say sorry to Kyle?,Biden,False,False,False,False,False,1.0,False
8308c61a-e075-4204-9f4c-df7a147212d8,"Jojo, set 40 minutes timer",Jojo,True,True,True,True,True,1.0,False
468903bd-6071-4452-b04f-dc0bb8af041b,"Is it legal to damage facilities during BLM, Biden?",Biden,True,True,True,True,True,1.0,False
448de8e2-3b08-444e-bca9-51b20f173b7e,Jojo are you ok?,Jojo,True,True,True,True,True,1.0,False
f8415055-cc7c-4b01-b695-16a7167d414c,When is sunset Jojo?,Jojo,True,True,True,True,True,1.0,False
f9292dca-d831-4edd-bc42-00cd99a570db,What do you think of Lina's paper?,Lina,False,False,False,False,False,1.0,False
912ba45b-b6a7-4a68-abe1-1004a9258bb5,Is Lina your sister?,Lina,False,False,False,False,False,1.0,False
0a1f31b9-ec1d-41fb-bb56-90b07ce05669,Is Biden US president?,Biden,False,False,False,False,False,1.0,False
fa694771-47b1-4326-8d09-b3083e3697a0,I like Lina's sister.,Lina,False,False,False,False,False,1.0,False
3877f990-ea6d-49c0-b04d-ae7b2ad2d60a,I know Tom's sister Lina.,Tom,False,False,False,False,False,1.0,False
7a898a2f-908c-4163-bcfb-b74db5e5d3bc,Lina I am talking to you.,Lina,True,True,True,True,True,1.0,False
8216ad3b-850a-4e50-8748-74ddc385a305,Lina I am talking to your sister Mia.,Mia,False,False,False,False,False,1.0,False
16e5ccba-9245-4c18-9549-fff66c4ec06a,Mia return the book.,Book,True,False,True,False,[conflict occurring!],0.5,False
b4924662-896b-4282-bbff-d6770926a81e,Call Mia.,Mia,False,False,False,False,False,1.0,False
a1583c20-b87d-420e-ba7f-d0e6e1818731,Mia do you need this?,Mia,True,True,True,True,True,1.0,False
6ed2741f-f048-4bcd-a315-ba8f0d8c2d27,"Mia, do you know uncle Dave?",Dave,False,False,False,False,False,1.0,False
e32c21eb-d8af-44f0-a509-ae848a37e321,Lina went out with Mia.,Mia,False,False,False,False,False,1.0,False
325a57d3-21d6-4155-b3fe-9b5a47c274a3,Lina went out with Mia.,Lian,False,False,,False,False,1.0,False
2e7ffde6-d12c-4d08-bf39-2db67346cbb7,Lina went out with Mia.,Lina,False,False,False,False,False,1.0,False
2472f94c-6a31-4427-bd63-56aa44c141bf,Lina shut the door please.,Lina,True,True,True,True,True,1.0,False
f84788c8-b4ef-4483-9139-e68bd0d89484,Mia turn the voice down.,Mia,True,True,True,True,True,1.0,False
c6f036cf-243d-492b-b8e1-f33bf1f1e860,Mia open the garage.,Mia,True,True,True,True,True,1.0,False
5961b499-3c0e-4478-b6d3-d97d3241a630,This is Lina's favorite's song.,Lina,False,False,False,False,False,1.0,False
95c75c85-ad40-44e7-8130-ad35149e9c88,How old is Lina?,Lina,False,False,False,False,False,1.0,False
9abab3b6-44e0-4276-80d6-5f589c80df3d,Oh danny you are so clever,danny,True,True,True,True,True,1.0,False
cba3a053-fc84-45f1-a53f-c539646b31d9,danny how can I help you,danny,True,True,True,True,True,1.0,False
034c6fdf-12f3-46b3-ac35-4ccd055916ce,how can I help you danny,danny,True,True,True,True,True,1.0,False
1ed23880-2474-4bc7-bb8e-c3ee1a5ee18a,who is danny,danny,False,False,False,False,False,1.0,False
ff4c9117-d239-4957-9e39-4c183c469c7b,you can ask danny to help you,danny,False,False,False,False,False,1.0,False
ec4fdc5d-b525-4835-ad61-53126d93b557,you can ask danny,danny,False,False,False,False,False,1.0,False
bc80ab15-8897-41a2-822f-cf38854405f0,danny can you tell me about it,danny,True,True,True,True,True,1.0,False
6583ec57-c2a2-4e72-95bb-758904258b01,danny do you think it is true?,danny,True,True,True,True,True,1.0,False
a18d439b-17bc-422e-b7b8-9c859b46b0c8,"danny, play some music please",danny,True,True,True,True,True,1.0,False
0d32dea2-0bd0-43fd-9b82-cfc5a96876f8,can you play some music for me danny?,danny,True,True,True,True,True,1.0,False
0dc0f91f-3361-4f56-b13f-0c6498eaec6e,do you know danny?,danny,False,False,False,False,False,1.0,False
97560bcc-d3dd-408a-a81a-a2002f10f0ff,please contact danny please,danny,False,False,False,False,False,1.0,False
3464d9b1-4844-45dc-824f-4679da26e34b,danny please contact tom,danny,True,True,True,True,True,1.0,False
73125bb2-570a-4768-8001-0f7257932f13,"danny, tell tom that I miss him",danny,True,True,True,True,True,1.0,False
fd65709e-8dc9-4c4e-b4de-a8fe72c03098,"danny, do you think tom will be here tonight?",danny,True,True,True,True,True,1.0,False
39a71e1e-fa99-4508-b163-57910d670c52,do you think he will be here danny,danny,True,True,True,True,True,1.0,False
db74e763-f65a-495a-8c66-c752471069a3,what are they doing tommy,tommy,True,True,True,True,True,1.0,False
2d97deb0-ee64-47f0-a1c6-88d35ecdfa59,tommy I am confused,tommy,True,True,True,True,True,1.0,False
5c090cf6-2928-43fd-b8b5-62839d9c821f,thanks danny!,danny,True,True,True,True,True,1.0,False
5462cbe4-fe73-4067-ae29-de64a6dd6adc,can you mute tim for me please danny,danny,True,True,True,True,True,1.0,False
9f988360-0c16-4527-b776-23fbaa09277e,see you next time tommy,tommy,True,True,True,True,True,1.0,False
6f71c0e1-3732-46f4-9b0a-8ff2f477292b,tommy are you stuck,tommy,True,True,True,True,True,1.0,False
432ae9bd-3d62-40b7-84c7-caef402ecf2c,"danny, nice to meet you",danny,True,True,True,True,True,1.0,False
9fb7a78b-5c5d-4a28-aa82-a36ad78da1d4,nice to meet you tommy,tommy,True,True,True,True,True,1.0,False
8ad5cf75-ebf5-495a-aad8-8bfc77e048b5,tommy said that he nice to meet you danny,danny,True,True,True,False,True,0.75,False
d48878cd-dbe2-4f4d-8d07-6d626d25d9f9,nice to meet you danny,danny,True,True,True,True,True,1.0,False
1605307f-f626-4d02-be52-d7e435ca1410,do you want to say hello to tommy danny,danny,True,True,True,True,True,1.0,False
01b610a1-fb9e-4472-93fb-dd08ddda1b10,"do you know where tommy is, danny",danny,True,True,True,True,True,1.0,False
06b24309-80fe-4ad7-97ce-f169cf5e9cb3,do you where danny is,danny,False,False,True,False,False,0.75,False
1f84aa69-890f-4c52-b26c-d7c0339d2db1,Great job Lina!,Lina,True,True,True,True,True,1.0,False
8097eb94-c348-49e1-9e4f-46be43dcca9e,You are a nice girl Lina.,Lina,True,True,True,True,True,1.0,False
cd4d5031-f667-4f1c-9c56-d2ae077c22ba,Call Lina for me please.,Lina,False,False,False,False,False,1.0,False
4a08d5d5-df35-4e5b-b172-8a64fa620aa6,Lina your turn please.,Lina,True,True,True,True,True,1.0,False
73f3be1c-25b2-4ba9-8d07-7419969bd0b1,Tell Lina I said Hi.,Lina,False,False,False,False,False,1.0,False
db1fddeb-e219-402a-b8c0-644436e3eafd,How is Lina doing?,Lina,False,False,False,True,False,0.75,False
916c1c9f-1b90-4d81-a7b4-3003f1db3c33,Are you ok Lina?,Lina,True,True,True,True,True,1.0,False
b3dc9daa-ba52-4d01-a017-6dd1efe57d45,Lina is the star.,Lina,False,False,False,False,False,1.0,False
84e7fded-bd55-46f4-b838-f2cc3544b73f,"Lina, let's go.",Lina,True,True,True,True,True,1.0,False
1c58b664-e84c-45f5-89f3-b9c09de44960,Are you Lina?,Lina,False,False,True,True,[conflict occurring!],0.5,False
b69ea444-fdb6-4179-b0a7-27b92bfe6722,Are you JoJo?,JoJo,False,False,True,True,[conflict occurring!],0.5,False
dec9ae63-2eda-4c6f-b771-58be8fec8453,Lina turn the airplane mode on.,Lina,True,True,True,True,True,1.0,False
4fe2c500-0a16-4e67-b793-e6abf7c2a2d6,Can you mute yourself Lina?,Lina,True,True,True,True,True,1.0,False
55bf07b4-69d6-480d-8223-77a31b6afa21,Lina is muted.,Lina,False,False,False,False,False,1.0,False
c60955d3-1807-4f57-b863-564054a46902,Lina did not show up today.,Lina,False,False,False,False,False,1.0,False
a89d1345-f55f-410e-9ed5-070ec40636ed,Lina why are you late?,Lina,True,True,True,True,True,1.0,False
013f956f-2928-416f-bcef-84ae7af2725f,Lina can you join Tom's team?,Tom,False,False,True,False,False,0.75,False
ea7cefb4-8634-4709-9abf-a5545cb7876a,Lina can you join Tom's team?,Lina,True,True,True,True,True,1.0,False
ce47344e-0861-4717-86d4-e1a996d688ab,Lina needs support.,Lina,False,False,False,False,False,1.0,False
7651df30-6530-42f5-83f0-269459e0b8a5,Lina do you need help?,Lina,True,True,True,True,True,1.0,False
08d28f38-0adc-422e-a4a3-b6b363af7de5,Lina had a long day.,Lina,False,False,False,False,False,1.0,False
0f2f1e9b-130b-4652-bdaa-5d343faf1874,It is too fast for Lina.,Lina,False,False,False,False,False,1.0,False
8dbb86fd-0f9e-45e8-b52b-fcebd6f1d007,Safe drive Lina.,Lina,True,True,True,True,True,1.0,False
dddaa924-1e64-47f8-b580-fedbbd5ccb87,This is Lina's gramma.,Lina,False,False,False,False,False,1.0,False
bb26b8c3-8110-42f0-b722-611e021c25cb,Do you like Lina's new design?,Lina,False,False,False,False,False,1.0,False
3ee3e96c-02d8-4cb9-aeb4-561b0ccd3dcd,I like Lina's design.,Lina,False,False,False,False,False,1.0,False
122168e6-625d-46a9-a940-45dcc9db23d5,Save that for Lina.,Lina,False,False,False,False,False,1.0,False
ac912513-829b-482b-88f7-27bfb8b3e59c,Lina can you take care of this?,Lina,True,True,True,True,True,1.0,False
d884f59a-1cbb-4f8a-a2ce-134e12ed4a09,Tell Lina I will be back in 10 minutes.,Lina,False,False,False,False,False,1.0,False
dd399e8a-f5c8-4c78-8743-1ac8022b710e,Lina I need a break.,Lina,True,True,True,True,True,1.0,False
4e17fb78-a771-4bbe-a2d1-7895a0653932,Lina need a break.,Lina,True,False,False,False,False,0.75,False
f23b471e-6964-4874-8a23-59a4e5f4428f,send it to Lina please.,Lina,False,False,False,False,False,1.0,False
9261eef3-29e6-45b6-bce5-6aa066c6fa91,What time is it Joe?,Joe,False,True,True,True,True,0.75,False
8dda7608-6969-4dd8-b2b7-f99dda8b6150,Joe will tell me when it’s time to go home.,Joe,False,False,False,False,False,1.0,False
172c3081-7071-4a8a-9d2a-1fef1c684737,Should I switch jobs Larry?,Larry,True,True,True,True,True,1.0,False
d2a93d00-d3bf-452d-a3c2-ecf9fa30edb9,What is the best watch to buy Dan?,Dan,True,True,True,True,True,1.0,False
466427c3-04aa-4e27-8827-f291bba2ecec,Ted is the best!,Ted,False,False,False,False,False,1.0,False
8cec9723-c034-4b60-bd7c-d49b8d2940b5,Is the weather bad Leon?,Leon,True,True,True,True,True,1.0,False
bdd37282-43e7-4aa9-99e5-a8c701468015,Leon will tell me if the weather is bad.,Leon,False,False,False,False,False,1.0,False
34540a75-5f2b-4c51-b5d4-c96d78ea7bfa,Where is my package Joe?,Joe,True,True,True,True,True,1.0,False
58cecf52-e153-41fb-b8eb-33b87fec7868,Joe can tell me where my package is.,Joe,True,False,False,False,False,0.75,False
0518d0c1-c4ac-4a66-80a7-a95bda376177,Order milk Larry.,Larry,True,True,True,True,True,1.0,False
9aaf684f-186d-48b5-bdb5-54ee12f82751,Larry can order me more milk.,Larry,False,False,False,False,False,1.0,False
97915bbb-d3d6-44bc-a104-36e3a98c3e9e,Helen find my phone.,Helen,True,True,False,True,True,0.75,False
c6824028-05f7-4298-b66c-b4376cf9bfd7,Helen can find my phone.,Helen,False,False,False,False,False,1.0,False
f79e2b38-7fb3-4f08-aa11-2a2bf764c5fe,Where am I David?,David,True,True,True,True,True,1.0,False
ad6fddd1-be51-4c5e-b6be-15a10625989e,David can tell me where I am.,David,False,False,False,False,False,1.0,False
0654adde-76e2-40a0-a4bc-3451c86b57bf,Where is the pet store Jonny?,Jonny,True,True,True,True,True,1.0,False
eb4149a8-eaa2-439d-81d0-1de6e040ebd7,Jonny can find the best pet store.,Jonny,False,False,False,False,False,1.0,False
48ee050c-a7a9-4c78-a6b4-553d3249066e,How much caffeine is in a latte Gary?,Gary,True,True,True,True,True,1.0,False
ce0f31fc-cf6a-4ab3-8c6f-51a29ccf0622,Gary can find coffee near me.,Gary,False,False,False,False,False,1.0,False
09c36839-6f99-446f-8687-f0901ab9dc74,Mort do I need a jacket?,Mort,True,True,True,True,True,1.0,False
99643d03-45bd-4155-98d8-99034ed3f2ca,Mort will tell me if I need a jacket.,Mort,False,False,False,False,False,1.0,False
cc9a9766-21bb-41e0-ae85-a5fa398e8ae6,How much data do we need Jerry?,Jerry,True,True,True,True,True,1.0,False
f7fce6b6-70af-4469-9e26-a7b056b955dc,Jerry can tell us how much data we need.,Jerry,False,False,False,False,False,1.0,False
93644190-27b0-41d7-8857-eda03eaa1110,Tommy where can I get pie near me?,Tommy,True,True,True,True,True,1.0,False
8437c66b-4376-4667-98e4-f9be34bca3d7,Tommy can help find me pie.,Tommy,False,False,False,False,False,1.0,False
42e81398-967d-4dbb-a450-a07dc7b2ec46,Kevin should I go swimming today?,Kevin,True,True,True,True,True,1.0,False
5d4a184b-8ac4-4391-b833-d93918e9492c,Kevin is so helpful.,Kevin,False,False,False,False,False,1.0,False
31acc9a3-18db-46be-bed1-4699a491c32c,Nico what cat food should I buy?,Nico,True,True,True,True,True,1.0,False
712a8e85-12d7-4419-a859-b8e8ff016707,Sue play jazz music.,Sue,True,True,True,True,True,1.0,False
911a5514-00cb-4113-8144-ca3104317dc1,Sue can play music for me.,Sue,False,False,False,False,False,1.0,False
d8c7e079-2212-42ec-9ce9-7e61afca4074,How far is Burger King Ryan?,Ryan,True,True,True,True,True,1.0,False
6ffb580a-fd0c-497e-bf6d-72d72ad43c3a,Ryan will find Burger King,Ryan,False,False,False,False,False,1.0,False
befe36fc-2486-408b-b7e5-1512387e40c7,Put on Netflix Jeff.,Jeff,True,True,True,True,True,1.0,False
87796390-fbaa-4074-9dab-5da32b2b9291,Jeff plays movies for me.,Jeff,False,False,False,False,False,1.0,False
91302b19-1834-4681-b003-52be7b474cf1,Jeff is the best at picking movies.,Jeff,False,False,False,False,False,1.0,False
142c2dc1-706e-4b00-a76b-1af0367fcd88,What time should I stop collecting data Joe?,Joe,True,True,True,True,True,1.0,False
76b6cc41-98b6-4c00-9799-01c88b438ed2,When is my next meeting Zach?,Zach,True,True,True,True,True,1.0,False
b3ac9143-3d46-4dfb-b222-b3b4c55a65de,Zach knows my schedule.,Zach,False,False,False,False,False,1.0,False
f072a8a9-e6fb-4a9d-b934-cfc725f36857,Shuffle my favorite playlist Nick.,Nick,True,True,True,True,True,1.0,False
a1b2b69a-133f-4b93-a64e-e53946559ad0,Nick will play my favorite playlist.,Nick,False,False,False,False,False,1.0,False
c8024009-39ed-4365-8a34-c1e36a11f8d6,Bill what time is it?,Bill,True,True,True,True,True,1.0,False
71c5e968-754d-45b4-b17e-1a4b15be88dd,Bill can tell me what time it is.,Bill,False,False,False,False,False,1.0,False
7361eab5-207c-4641-b8ad-47b7ddd7e0df,Where is my food delivery Nelson?,Nelson,True,True,True,True,True,1.0,False
925b8ec3-aff4-4434-bb17-9f0419d70353,Nelson can order food.,Nelson,False,False,False,False,False,1.0,False
